a,NESSUS Plugin,Asuria Name,Qualis ID,Acunetix ID,Scuba ID,Paginas de ejemplo de XAMPP,Descripción,Solución,Workaround,Categoría,Efecto,Prioridad,CVSS,Plataforma,Subplataforma,CVE,Referencias,Exploit,Estado,Patrones,Revisada,Severidad,
,56038,,,,,Firefox 6.x < 6.0.1 Certificados no validos,"La versión instalada de Firefox 6 es menor a la versión 6.0.1 y esta se encuentra potencialmente afectada por un certificado caduco en la lista de certificados validos. Debido a este problema existen muchos certificados fraudulentos SSL, es por ello que el certificado de autoridad de  the
certificate authority DigiNotar ha sido deshabilitado en Mozilla Firefox.","Actualizar a Firefox 6.0.1 o superior.


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Media,"Media / CVSS Base Score : 5.8
(CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:N)",,,,"http://www.mozilla.org/security/announce/2011/mfsa2011-34.html
http://www.nessus.org/u?9351126b
",,,,,,
,56120,,,,,Firefox 6.x < 6.0.2 Autoridad Certificadora CA No confiable,"La versión instalada de Firefox 6.x es menor a la versión 6.0.2. Debido a esto se encuentra vulnerable a ciertos ataques contra certificados de autoridad DigiNotar, Mozilla ha bloqueado y dejado fuera de la lista de certificados validos los certificados de DigiNotar en esta versión de Firefox.

Para mayor información revice MFSA 2011-34, donde se explica la forma de remover los certificados root de DigiNotar.","Actualizar a Firefox 6.0.2 o superior.


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.
",,Falta de actualización de aplicación,,Media,"Media / CVSS Base Score : 5.8
(CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:N)",,,,"http://www.mozilla.org/security/announce/2011/mfsa2011-35.html
http://www.nessus.org/u?a36daf9d",,,,,,
,56335,,,,,Firefox 6 Múltiples Vulnerabilidades,"La versión instalada de Firefox 6 se encuentra afectada por diferentes problemas de seguridad: 
- Un atacante podría engañar a un usuario para presionar o dar clic en un enlace malicioso con la finalidad de ejecutar un software malicioso y contagiar al equipo. (CVE-2011-2372, CVE-2011-3001)

- Errores no específicos de corrupción de memoria podrían ser explotados. (CVE-2011-2995, CVE-2011-2997)

- Debilidad en  manejo de la cabecera 'Location'. (CVE-2011-3000)

- Errores en la librería WebGL's ANGLE. no maneja de forma apropiada los valores de retorno en la función 'GrowAtomTable()', este problema podría ser utilizado para explotar problemas de corrupción de memoria. (CVE-2011-3002, CVE-2011-3003)

- Errores al descomprimir JSSubScriptLoader de forma incorrecta en 'XPCNativeWrappers', podría permitir de la ejecución de código arbitrario remoto (CVE-2011-3004)

- Problemas al parsear las cabeceras OGG.
(CVE-2011-3005)

- Error no especifico en la librería de expresiones regulares YARR podrían explotar problemas de corrupciones de memoria. (CVE-2011-3232)
","Actualizar a Firefox 7 o superior.


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Alta,"Alta / CVSS Base Score : 9.3
(CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C)",,,"CVE-2011-2372
CVE-2011-2995
CVE-2011-2997
CVE-2011-3000
CVE-2011-3001
CVE-2011-3002
CVE-2011-3003
CVE-2011-3004
CVE-2011-3005
CVE-2011-3232","http://www.mozilla.org/security/announce/2011/mfsa2011-36.html
http://www.mozilla.org/security/announce/2011/mfsa2011-39.html
http://www.mozilla.org/security/announce/2011/mfsa2011-40.html
http://www.mozilla.org/security/announce/2011/mfsa2011-41.html
http://www.mozilla.org/security/announce/2011/mfsa2011-42.html
http://www.mozilla.org/security/announce/2011/mfsa2011-43.html
http://www.mozilla.org/security/announce/2011/mfsa2011-44.html",,,,,,
,58334,,,,,MS12-022: Vulnerabilidad en Expression Design podría permitir la ejecución de código remoto (2651018),"La versión de Microsoft Expression Design instalada en el equipo remoto ha sido reportada con varios problemas de seguridad al momento de cargar varias librerías.

Un atacante remoto podría explotar este problema mediante un engaño al usuario al intentar abrir un archivo con extensión .xpr o .DESIGN localizado en el mismo directorio donde se encuentre un dynamic link library (DLL) archivo malicioso, lo cual podría resultar en una ejecución de código arbitrario.","Microsoft ha liberado un conjunto de parches para Expression Design :

http://technet.microsoft.com/en-us/security/bulletin/ms12-022


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta actualización de Sistema Operativo,,Alta,"Alta / CVSS Base Score : 9.3
(CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C)",,,,,,,,,,
,59091,,,,,VMware Player Múltiples Vulnerabilidades (VMSA-2012-0009),"La versión instalada de VMware Player es menor a la versión 3.x , 3.1.6, o 4.0.x o menores a la versión 4.0.3 y se ve afectada por múltiples problemas de seguridad: 

- Problemas de corrupción de memoria relacionados con el manejo de comandos RPC podrían permitir que el atacante ejecute código arbitrario o que el sistema deje de responder. (CVE-2012-1516, CVE-2012-1517)

- Errores en el virtual SCSI y en el virtual floppy podrían ocasionar que el equipo deje de responder o que el atacante logre ejecutar código arbitrario. (CVE-2012-2450)","Actualizar a VMware Player 3.1.6 / 4.0.3 o superior.


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Alta,"Alta / CVSS Base Score : 9.0
(CVSS2#AV:N/AC:L/Au:S/C:C/I:C/A:C)",,,"CVE-2012-1516
CVE-2012-1517
CVE-2012-2449
CVE-2012-2450","http://www.vmware.com/security/advisories/VMSA-2012-0009.html
http://lists.vmware.com/pipermail/security-announce/2012/000176.html
http://www.nessus.org/u?acb1cf3a
http://www.nessus.org/u?258456c3",,,,,,
,59497,,,,,iTunes < 10.6.3 Múltiples Vulnerabilidades (credentialed check),"La versión de iTunes  instalada en el equipo remoto Windows, es menor a la versión 10.6.3 y por lo tanto, se ve afectada por múltiples problemas de seguridad :

- Problemas de corrupción de memoria existen en el WebKit que podría permitir a sitios maliciosos corromper la aplicación y también ejecutar código arbitrario. (CVE-2012-0672)

- Problemas de Stack y heap buffer overflow relacionados con el manejo de listas de archivos 'm3u'. Podría ocasionar que la aplicación deje de responder o la ejecución de código arbitrario de forma remota (CVE-2012-0677)","Actualizar a iTunes 10.6.3 o superior.


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Alta,"Alta / CVSS Base Score : 9.3
(CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C)",,,"CVE-2012-0672
CVE-2012-0677","http://support.apple.com/kb/HT5318
http://lists.apple.com/archives/security-announce/2012/Jun/msg00000.html",,,,,,
,59730,,,,,VMware Workstation Múltiples Vulnerabilidades (VMSA-2012-0011),"La versión instalada de VMware Workstation es la versión 7.x la cual es menor a la versión 7.1.6, o 8.0.x, que se ve afectada por múltiples problemas de seguridad:

- Un problema de corrupción de memoria existe en el manejo de archivos 'Checkpoint' lo que podría permitir la ejecución de código arbitrario. (CVE-2012-3288)

- Un error existe en el manejo de trafico de dispositivos como CD-ROM o el mouse quien podrían ocasionar que la maquina deje de responder, este problema solo afecta las versiones de la rama 8.x. (CVE-2012-3289)","Actualizar a VMware Workstation 7.1.6 / 8.0.4 o superior.


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Alta,"Alta / CVSS Base Score : 9.0
(CVSS2#AV:N/AC:L/Au:S/C:C/I:C/A:C)",,,,"http://www.vmware.com/security/advisories/VMSA-2012-0011.html
http://www.nessus.org/u?c4d01774
http://www.nessus.org/u?87a43741",,,,,,
,47782,,,,,Firefox 3.6 < 3.6.7 Múltiples Vulnerabilidades,"La versión instalada de Firefox 3.6.x es menor a la versión 3.6.7. Dicha versión se ve afectada por diferentes problemas de seguridad: 

- Múltiples problemas de memoria podrían resultar en problemas de corrupción de memoria, y ejecución de código arbitrario. (MFSA 2010-34)

- Un error en el atributo para clonar en el DOM podría resultar en una ejecución remota de código. (MFSA 2010-35)

- Un error en la implementación de 'NodeIterator' podría permitir ejecución de código arbitrario. (MFSA 2010-36)

- Un error de código almacena nombres y valores de parámetros de plugins que podrían ocasionar ejecución de código arbitrario. (MFSA 2010-37)

- Diversos problemas de buffer overflow podrían permitir ejecución de código arbitrario. (MFSA 2010-39) (MFSA 2010-40) (MFSA 2010-41)

- Un elemento del canvas puede ser usado para leer datos de otro sitio mediante un bypass no determinado. (MFSA 2010-43)

- Múltiples problemas de bar spoofing vulnerabilities. (MFSA 2010-45)

- Es posible leer datos entre diversos dominios mediante un error en los selectores de los CSS en el sitio objetivo. 
(MFSA 2010-46)

- Potentially sensitive URL parameters could be leaked
across domains vía script errors. (MFSA 2010-47)","
Actualizar a Firefox 3.6.7 o superior.


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Alta,"Alta / CVSS Base Score : 9.3
(CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C)",,,"CVE-2010-0654
CVE-2010-1206
CVE-2010-1207
CVE-2010-1208
CVE-2010-1209
CVE-2010-1210
CVE-2010-1211
CVE-2010-1212
CVE-2010-1213
CVE-2010-1214
CVE-2010-1215
CVE-2010-2751
CVE-2010-2752
CVE-2010-2753
CVE-2010-2754","http://www.mozilla.org/security/announce/2010/mfsa2010-34.html
http://www.mozilla.org/security/announce/2010/mfsa2010-35.html
http://www.mozilla.org/security/announce/2010/mfsa2010-36.html
http://www.mozilla.org/security/announce/2010/mfsa2010-37.html
http://www.mozilla.org/security/announce/2010/mfsa2010-38.html
http://www.mozilla.org/security/announce/2010/mfsa2010-39.html
http://www.mozilla.org/security/announce/2010/mfsa2010-40.html
http://www.mozilla.org/security/announce/2010/mfsa2010-41.html
http://www.mozilla.org/security/announce/2010/mfsa2010-42.html
http://www.mozilla.org/security/announce/2010/mfsa2010-43.html
http://www.mozilla.org/security/announce/2010/mfsa2010-44.html
http://www.mozilla.org/security/announce/2010/mfsa2010-45.html
http://www.mozilla.org/security/announce/2010/mfsa2010-46.html
http://www.mozilla.org/security/announce/2010/mfsa2010-47.html",,,,,,
,59425,,,,,Adobe AIR 3.x <= 3.2.0.2070 Múltiples Vulnerabilidades (APSB12-14),"De acuerdo a la versión la instancia de Adobe AIR en el equipo remoto Windows es menor a la versión 3.2.0.2070 la cual se ve afectada por diversos problemas de seguridad: 

- Múltiples problemas de corrupción de memoria podrían ocasionar ejecución de código arbitrario. (CVE-2012-2034,
CVE-2012-2037)

- Diversos problemas de stack overflow podrían ocasionar con ejecución de código arbitrario. (CVE-2012-2035) (CVE-2012-2036) (CVE-2012-2038) (CVE-2012-2039)","
Actualizar a Adobe AIR 3.3 (3.3.0.3610) o superior.


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Alta,"Alta / CVSS Base Score : 9.3
(CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C)",,,"CVE-2012-2034
CVE-2012-2035
CVE-2012-2036
CVE-2012-2037
CVE-2012-2038
CVE-2012-2039",http://www.adobe.com/support/security/bulletins/apsb12-14.html,,,,,,
,59729,,,,,VMware Player Múltiples Vulnerabilidades (VMSA-2012-0011),"La versión instalada de VMware Player en el equipo remoto es menor a la versión 4.0.4 la cual se ve afectada por múltiples problemas de seguridad:

- Problemas de corrupción de memoria en el manejo de archivos 'Checkpoint' podrían permitir la ejecución de código arbitrario. (CVE-2012-3288)

- Un error en el manejo de dispositivos físicos como CD-ROM o el mouse podría ocasionar que la maquina virtual deje de responder. Solo se ve afectada la rama de versiones 4.x . (CVE-2012-3289)","Actualizar a VMware Player 3.1.6 / 4.0.4 o superior.


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.
",,Falta de actualización de aplicación,,Alta,"Alta / CVSS Base Score : 9.0
(CVSS2#AV:N/AC:L/Au:S/C:C/I:C/A:C)",,," CVE-2012-3288
CVE-2012-3289","http://www.vmware.com/security/advisories/VMSA-2012-0011.html
http://www.vmware.com/support/player40/doc/releasenotes_player404.html
http://www.vmware.com/support/player31/doc/releasenotes_player316.html",,,,,,
,60049,,,,,VLC Media Player < 2.0.2 Ogg_DecodePacket Function OGG problemas de Desbordamiento en el manejo de archivos,"La versión de VLC media player instalada en el equipo remoto es menor a la versión 2.0.2. Se ve afectada por diversos problemas de seguridad relacionados con problemas de heap-based buffer overflow.

Un error existe en la función 'Ogg_DecodePacket' en el archivo 'modules/demux/ogg.c' el cual no valida de forma correcta la entrada lo cual podría ocasionar un heap-based buffer overflow, permitiendo la ejecución de código arbitrario.","Actualizar a VLC Media Player 2.0.2 o superior. Alternativamente, se pueden remover los plugins que se ven afectados en el directorio de plugins de VLC's


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Alta,"Alta / CVSS Base Score : 9.3
(CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C)",,,,"http://www.videolan.org/vlc/releases/2.0.2.html
http://www.openwall.com/lists/oss-security/2012/07/06/2
http://www.nessus.org/u?7fd6c9da
http://www.securitytracker.com/id?1027224",,,,,,
,59907,,,,,MS12-044: Actualización de seguridad Acumulativa para Internet Explorer (2719177),"El equipo rmeoto no cuenta con el Internet Explorer (IE) Security Update 2719177.

La versión instalada de IE se ve afectada a diversos problemas de seguridad que podrían permitir que un atacante ejecute código arbitrario en el equipo remoto.","Microsoft ha liberado un conjunto de parches para Vista, 2008, 7, y 2008
R2 :

http://technet.microsoft.com/en-us/security/bulletin/ms12-044


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta actualización de Sistema Operativo,,Alta,"Alta / CVSS Base Score : 9.3
(CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C)",,," CVE-2012-1522
CVE-2012-1524",,,,,,,
,59456,,,,,MS12-038: Vulnerabilidad en .NET Framework podría permitir ejecución ed código remoto (2706726),"La versión de .NET Framework instalada en el equipo remoto se ve afectada por diversos problemas de ejecución de código debido al mal manejo de los apuntadores a función que maneja, un atacante remoto podría ejecutar código arbitrario en el equipo y obtener privilegios del usuario que se encuentre ejecutando esa aplicación.","Microsoft ha liberado un conjunto de parches para.NET Framework 2.0, 3.5 y4 :

http://technet.microsoft.com/en-us/security/Bulletin/MS12-038


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.
",,Falta actualización de Sistema Operativo,,Alta,"Alta / CVSS Base Score : 9.3
(CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C)",,,"CVE-2012-1858
CVE-2012-1859
CVE-2012-1860
CVE-2012-1861
CVE-2012-1862
CVE-2012-1863",,,,,,,
,59913,,,,,MS12-050: Vulnerabilidades en SharePoint podrían permitir la elevación de privilegios (2695502),"La versión de InfoPath, Office SharePoint Server, SharePoint Server, Groove Server, Windows SharePoint Services, SharePoint Foundation, o Office Web Apps instalada en el equipo remoto se ve afectada por diversos problemas de seguridad:

- Revelación de información sensible debido al mal manejo de HTML strings que no son bien sanitizadas, podrían permitir ataques del tipo XSS (CVE-2012-1858)

- Problemas relacionados con la elevación de privilegios mediante XSS permiten a un atacante controlar JavaScript para ejecutar en el contexto del usuario los clics, además podría ejecutar comandos de SharePoint en el contexto de un usuario autenticado en el sitio afectado.(CVE-2012-1859), (CVE-2012-1863), (CVE-2012-1861).

- Revelación de información en el almacenamiento de información en el SharePoint. Un atacante podría ver o alterar con otros usuarios el alcance de las búsquedas de otros usuarios (CVE-2012-1860)

- Un problema en la redirección de URL, podría ocasionar la revelación de información e incluso suplantación de identidad en SharePoint que podría permitir a un atacante redirigir a un usuario a un sitio malicioso externo.(CVE-2012-1862)

","Microsoft ha liberado un conjunto de parches para InfoPath 2007, InfoPath 2010, Office SharePoint Server 2007, SharePoint Server 2010, Groove Server 2010, Windows SharePoint Services 3.0, SharePoint Foundation 2010 y Office Web Apps 2010 :

http://technet.microsoft.com/en-us/security/bulletin/ms12-050


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta actualización de Sistema Operativo,,Media,"Media / CVSS Base Score : 5.8
(CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:N)",,,,,,,,,,
,59454,,,,,MS12-036: Vulnerabilidad en Remote Desktop podría permitir la ejecución de código remoto (2685939),"Un problema relacionado con la ejecución remota de código existe en la implementación de Remote Desktop Protocol (RDP) en el equipo remoto Windows. La vulnerabilidad existe en medida de que RDP accese a un objeto en memoria el cual no ha sido inicializado de forma correcta o en el caso de que haya sido borrado. 

Si RDP ha sido activado en el equipo afectado, un atacante remoto no autenticado podría ejecutar código arbitrario en el equipo afectado. 

Se debe recordar que Remote Desktop Protocol no se encuentra activado por default.","Microsoft ha liberado un conjunto de parches para Windows XP, 2003, Vista,
2008, 7, y 2008 R2 :

http://technet.microsoft.com/en-us/security/bulletin/ms12-036


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta actualización de Sistema Operativo,,Alta,"Alta / CVSS Base Score : 9.3
(CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C)",,, CVE-2012-0173,,,,,,,
,59459,,,,,MS12-041: Vulnerabilidades en los drivers del Kernel-Mode de Windows podrían permitir la elevación de privilegios (2709162),"El equipo remoto Windows se ve afectado por diversos problemas de seguridad relacionados con los drivers de Kernel-Mode que podrían ocasionar una elevación de privilegios: 

- Problemas en la forma en como el kernel-mode drivers Windows  maneja los objetos de los drivers podría ejecutar código arbitrario en el código del kernel (CVE-2012-1864, CVE-2012-1865,
CVE-2012-1866)

- El kernel-mode drivers de Windows  no asigna de forma correcta la memoria cuando maneja fuentes de letras, lo cual podría permitir la ejecución de código arbitrario en el kernel mode. (CVE-2012-1867)

- Una condición de race condition existe en la manera en como el kernel trabaja con aspectos relacionados a los intentos de creación de hilos. este problema podría ser explotado y ejecutar código arbitrario en el kernel mode.
(CVE-2012-1868)
","Microsoft ha liberado un conjunto de parches para Windows XP, 2003, Vista, 2008, 7 y 2008 R2 :

http://technet.microsoft.com/en-us/security/bulletin/ms12-041


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta actualización de Sistema Operativo,,Alta,"Alta / CVSS Base Score : 8.5
(CVSS2#AV:N/AC:M/Au:S/C:C/I:C/A:C)",,,"CVE-2012-1864
CVE-2012-1865
CVE-2012-1866
CVE-2012-1867
CVE-2012-1868",,,,,,,
,59460,,,,,MS12-042: Vulnerabilidades en el Kernel de Windows  podrían permitir la elevación de privilegios (2711167),"El equipo remoto de Windows se ve afectado en su versión del kernel por diversas vulnerabilidades:

- Una vulnerabilidad existe en el manejo del Windows User Mode Scheduler al solicitar ciertos recursos, los cuales podrían ocasionar ejecución arbitraria de código en el kernel mode. (CVE-2012-0217)

- Una vulnerabilidad existe en la manera en como Windows maneja la memoria del BIOS podría ocasionar ejecución de código en el kernel mode. (CVE-2012-1515)","Microsoft ha liberado un conjunto de parches de 32-bit para Windows XP y 2003 así como también para las versiones de 64-bit de Windows 7 y Server 2008 R2 :

http://technet.microsoft.com/en-us/security/bulletin/MS12-042


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta actualización de Sistema Operativo,,Alta,Alta / CVSS Base Score : 7.2 (CVSS2#AV:L/AC:L/Au:N/C:C/I:C/A:C),,," CVE-2012-0217
CVE-2012-1515",,,,,,,
,59906,,,,,MS12-043: Vulnerabilidades en Microsoft XML Core Services podrían permitir la ejecución de código remoto (2722479),La versión de Microsoft XML Core Services instalada en el equipo remoto se ve afectada por problemas de ejecución de código remoto en el manejo de archivos XML. ,"Microsoft ha liberado un conjunto de parches para Windows XP, 2003, Vista,
2008, 7 y2008 R2 :

http://technet.microsoft.com/en-us/security/bulletin/ms12-043


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta actualización de Sistema Operativo,,Alta,"Alta / CVSS Base Score : 9.3
(CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C)",,,CVE-2012-1889,,,,,,,
,59908,,,,,MS12-045: Vulnerabilidad en Microsoft Data Access Components podría permitir la ejecución de código remoto (2698365),La versión de Microsoft Data Access Components (MDAC) instalada en el equipo remoto se ve afectada por problemas relacionados con la ejecución de código arbitrario de forma remota si un usuario abre una página web maliciosa.,"Microsoft ha liberado un conjunto de parches para Windows XP, 2003, Vista,
2008, 7 y 2008 R2 :

http://technet.microsoft.com/en-us/security/bulletin/ms12-045


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta actualización de Sistema Operativo,,Alta,"Alta / CVSS Base Score : 9.3
(CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C)",,,CVE-2012-1891,,,,,,,
,59909,,,,,MS12-046: Vulnerabilidad en Visual Basic for Applications podría permitir la ejecución de código remoto (2707960),"La versión de Visual Basic for Applications instalada en el equipo remoto se ve afectada por diversos problemas al cargar diversas librerías. 

Un atacante podría explotar este problema al engañar a un usuario al abrir un archivo malicioso de Microsoft Office localizado en el mismo directorio que el dynamic link library (DLL) malicioso, resultando en la ejecución de código arbitrario.

Una copia de VBE6.DLL que ha sido instalada por terceras partes se ve afectada, y es necesario contactar al proveedor para obtener una actualización de seguridad. ","Microsoft ha liberado un conjunto de parches para Office y para Visual
Basic for Applications Runtime e incluso para el SDK :

http://technet.microsoft.com/en-us/security/bulletin/ms12-046


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.
",,Falta actualización de Sistema Operativo,,Alta,"Alta / CVSS Base Score : 9.3
(CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C)",,, CVE-2012-1854,"http://technet.microsoft.com/security/advisory/2269637
",,,,,,
,59910,,,,,MS12-047: Vulnerabilidades en los drivers de Kernel-Mode de Windows  podrían permitir la elevación de privilegios (2718523),"El equipo remoto Windows se ve afectado por diversos problemas de seguridad en los drivers del kernel-mode que podrían ocasionar elevación de privilegios: 

- Problemas en el manejo de los drivers del teclado en el  Windows kernel-mode drivers podría ocasionar ejecución de código arbitrario kernel mode. (CVE-2012-1890)

- Los drivers del Windows kernel-mode no validad de forma correcta los parámetros pasados cuando se hace un hook de un procedimiento, el cual podría ocasionar una ejecución de código arbitrario en el kernel mode. (CVE-2012-1893)","Microsoft ha liberado un conjunto de parches para Windows XP, 2003, Vista,
2008, 7 y 2008 R2 :

http://technet.microsoft.com/en-us/security/bulletin/ms12-047


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.
",,Falta actualización de Sistema Operativo,,Alta,Alta / CVSS Base Score : 7.2 (CVSS2#AV:L/AC:L/Au:N/C:C/I:C/A:C),,," CVE-2012-1890
CVE-2012-1893","http://www.coresecurity.com/content/windows-kernel-readlayoutfile
http://www.securityfocus.com/archive/1/523557/30/0/threaded",,,,,,
,59911,,,,,MS12-048: Vulnerabilidad en Windows Shell podría permitir la ejecución de código remoto (2691442),"Una ejecución de código remoto existe en el manejo de nombres de directorios y de archivos en Windows. Mediante el engaño a un usuario, este podría abrir un archivo malicioso y ejecutar código arbitrario en el equipo afectado obteniendo los privilegios del usuario.","Microsoft ha liberado un conjunto de parches para Windows XP, 2003, Vista,
2008, 7 y 2008 R2 :

http://technet.microsoft.com/en-us/security/bulletin/MS12-048


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.
",,Falta actualización de Sistema Operativo,,Alta,"Alta / CVSS Base Score : 9.3
(CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C)",,, CVE-2012-0175,,,,,,,
,59912,,,,,MS12-049: Vulnerabilidad en TLS Could podría revelar información sensible (2655992),Un error en el flujo de diseño en el modo de operación CBC sobre el protocolo TLS podría permitir observar y descifrar tráfico TLS. ,"Microsoft ha liberado un conjunto de parches para Windows XP, 2003, Vista,
2008, 7 y 2008 R2 :

http://technet.microsoft.com/en-us/security/bulletin/MS12-049


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.
",,Falta actualización de Sistema Operativo,,Media,"Media / CVSS Base Score : 4.3
(CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N)",,, CVE-2012-1870,,,,,,,
,59457,,,,,MS12-039: Vulnerabilidad en Lync podría permitir la ejecución de código remoto (2707956),"El equipo remoto de Windows se ve afectado por diversos problemas de seguridad: 

- Múltiples vulnerabilidades de ejecución de código en el manejo de archivos de fuentes de letras TrueType font. (CVE-2011-3402, CVE-2012-0159)

- Un problema en la carga insegura de librerías en la forma en como maneja los DLLS el Microsoft Lync. (CVE-2012-1849)

- Un problema en el filtrado de HTML en la sanitización del filtrado de HTML. (CVE-2012-1858)","Microsoft ha liberado un conjunto de parches para Lync 2010, Lync 2010
Attendee, Lync 2010 Attendant y Communicator 2007 R2 :

http://technet.microsoft.com/en-us/security/bulletin/ms12-039


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta actualización de Sistema Operativo,,Alta,"Alta / CVSS Base Score : 9.3
(CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C)",,,"CVE-2011-3402
CVE-2012-0159
CVE-2012-1849
CVE-2012-1858","http://www.nessus.org/u?c7d49512
http://www.zerodayinitiative.com/advisories/ZDI-12-129
http://archives.neohapsis.com/archives/fulldisclosure/2012-08/0058.html",,,,,,
,59915,,,,,MS KB2719662: Vulnerabilidades en Gadgets podría permitir la ejecución de código remoto,"El equipo remoto Microsoft Windows no cuenta con un workaround que mitiga diversos problemas de seguridad los cuales ocasionan problemas de ejecución de código debido a Gadgets inseguros. Windows Vista y 7 se ven afectados por este problema. Un atacante podría explotar este problema al engañar a un usuario a instalar una aplicación para un cierto Gadget, resultando en la ejecución de código arbitrario.","Aplicar el workaround descrito en el boletín de seguridad de Microsoft 2719662.


Recordando que toda actualización puede tener un impacto en los sistemas.  Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta actualización de Sistema Operativo,,Alta,"Alta / CVSS Base Score : 9.3
(CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C)",,,,"http://technet.microsoft.com/en-us/security/advisory/2719662
http://support.microsoft.com/kb/2719662",,,,,,
